Date Inspected,Date Completed,Cable Company ,Type Area Inspected,Street Name,Street Type,City,Intersection,Violation,Alert,Resident Generated,In-Field Violations,Site Survey,Re-Inspection,Re-Inspection Date,Violation Type
09/22/2014,09/22/2014,Comcast,UG,Hickory Meadow,Dr,Olney,,0,0,0,0,1,0,,
12/15/2009,02/10/2011,Verizon,UG,Keyport,Ter,Rockville,,1,0,0,0,0,0,,Restoration
03/23/2011,05/21/2011,Comcast,UG,Summit Ridge,Ter,Germantown,,0,0,0,0,1,0,,
07/28/2014,06/26/2015,Verizon,Aerial,Woodside,Pl,Chevy Chase,,1,0,0,1,0,0,,Drop
09/17/2015,09/17/2015,Comcast,UG,Vandever,St,Olney,,0,0,0,0,1,0,,
02/06/2015,06/05/2015,Verizon,Aerial,Flint Rock,Rd,Rockville,,1,0,0,1,0,0,,Drop
02/06/2015,06/05/2015,Verizon,Aerial,Flint Rock,Rd,Rockville,,1,0,0,1,0,0,,Drop
03/07/2011,07/19/2011,Verizon,UG,McDonald,Dr,North Potomac,,0,0,0,0,1,0,,Other
08/20/2013,08/20/2013,Comcast,UG,Olde Mill,Rd,Gaithersburg,,0,0,0,0,1,0,,
11/19/2012,11/19/2012,Verizon,UG,Gue,Rd,Damascus,,0,0,0,0,1,0,,
03/14/2012,03/14/2012,S & N - ICBN,UG,Montgomery Village,Av,Montgomery Village,,0,0,0,0,1,0,,
01/04/2013,01/04/2013,Comcast,Aerial,Woodmont,Av,Bethesda,,0,0,0,0,1,0,,
06/18/2012,06/18/2012,Verizon,Aerial,Flower,Av,Wheaton,,0,0,0,0,1,0,,
03/11/2011,07/19/2011,Verizon,UG,Landsend,Dr,Gaithersburg,,0,0,0,0,1,0,,
10/17/2011,10/17/2011,Comcast,UG,Rexmore,Dr,Germantown,,0,0,0,0,1,0,,
06/22/2012,06/22/2012,ICBN,Aerial/UG,Piney Branch,Pkwy,Silver Spring,,0,0,0,0,1,0,,Construction
09/06/2012,09/06/2012,ICBN,Aerial,Wilson,Ln,Barnesville,,0,0,0,0,1,0,,
10/24/2012,10/24/2012,Comcast,Aerial,Seek,Cir,Takoma Park,,0,0,0,0,1,0,,
10/08/2013,10/08/2013,Comcast,Aerial,Clavel,Ter,Rockville,,0,0,0,0,1,0,,
06/01/2010,06/02/2010,Comcast,Aerial,Bauer,Dr,Rockville,,0,1,0,1,0,1,07/13/2010,Drop
02/06/2013,02/06/2013,Comcast,UG,Bauer,Dr,Rockville,,0,0,0,0,1,0,,
09/29/2009,12/18/2009,Comcast,UG,Secluded,Ln,North Potomac,,1,0,0,0,0,1,07/09/2010,Drop
09/21/2015,10/05/2015,Comcast,UG,Chanute,Dr,Bethesda,,1,0,1,0,0,0,,Equipment
05/04/2010,05/12/2010,Comcast,Aerial,Quebec,Ter,Silver Spring,,0,1,1,0,0,0,,Lines
02/01/2010,03/17/2010,Verizon,UG,Castle,Blvd,Silver Spring,,1,0,0,0,0,0,,Restoration
11/10/2009,01/27/2010,Comcast,UG,Indian Hills,Dr,Derwood,,1,0,0,0,0,1,07/06/2010,Equipment
06/16/2015,06/29/2015,Verizon,UG,Pumpkin Seed,Ct,Germantown,,1,0,1,0,0,1,07/27/2015,Equipment
06/16/2015,06/29/2015,Verizon,UG,Pumpkin Seed,Ct,Germantown,,1,0,1,0,0,1,07/27/2015,Equipment
06/16/2015,06/29/2015,Verizon,UG,Pumpkin Seed,Ct,Germantown,,1,0,1,0,0,1,07/27/2015,Equipment
01/28/2010,09/20/2010,Verizon,UG,Maddox,Ct,North Potomac,,1,0,0,0,0,0,,Restoration
10/22/2009,01/27/2010,Comcast,UG,Bright Leaf,Ct,Wheaton,,1,0,0,0,0,1,04/12/2010,Drop
05/24/2011,07/20/2011,Comcast,UG,Golf Course,Dr,Germantown,,0,0,0,0,1,0,,
06/12/2012,06/12/2012,Comcast,UG,Wickham,Rd,Olney,,0,0,0,0,1,0,,
08/16/2013,08/16/2013,Verizon,UG,Parkview,Av,Germantown,,0,0,0,0,1,0,,
08/19/2011,08/19/2011,Verizon,UG,Quail Woods,Dr,Germantown,,0,0,0,0,1,0,,
01/04/2010,03/27/2010,Comcast,UG,Westminster,Dr,Olney,,1,0,0,0,0,1,06/03/2010,Equipment
01/29/2010,03/12/2010,Verizon,UG,Silent Wood,Way,North Potomac,,1,0,0,0,0,1,07/09/2010,Drop
01/30/2015,06/03/2015,Verizon,Aerial,Adrian,St,Rockville,,1,0,0,1,0,1,12/02/2015,Drop
12/15/2011,12/15/2011,Verizon,UG,Walkers Choice,Rd,Montgomery Village,,0,0,0,0,1,0,,
06/27/2011,07/20/2011,Comcast,UG,Beaverwood,Ln,Silver Spring,,0,0,0,0,1,0,,
04/04/2014,04/04/2014,Comcast,UG,Brookridge,Ct,Montgomery Village,,0,0,0,0,1,0,,
08/12/2011,08/12/2011,Verizon,UG,Gaither,Rd,Gaithersburg,,0,0,0,0,1,0,,
08/13/2009,02/03/2010,Comcast,UG,Hammersmith,Cir,Silver Spring,,1,0,0,0,0,1,07/26/2010,Equipment
08/01/2011,08/01/2011,Verizon,UG,Batteridge,Pl,Montgomery Village,,0,0,0,0,1,0,,
08/01/2011,08/01/2011,Verizon,UG,Batteridge,Pl,Montgomery Village,,0,0,0,0,1,0,,
10/01/2014,10/01/2014,Comcast,Aerial,Rockville,Pike,Bethesda,,0,0,0,0,1,0,,
05/25/2012,05/25/2012,Verizon,UG,Thunderhead,Way,Germantown,,0,0,0,0,1,0,,
07/28/2009,01/19/2010,Verizon,UG,Ivy League,Ln,,,1,0,0,0,0,1,04/26/2010,Equipment
07/28/2009,01/19/2010,Verizon,UG,Ivy League,Ln,,,1,0,0,0,0,1,04/26/2010,Equipment
09/23/2009,12/03/2009,Comcast,Aerial/UG,Bentana,Wy,Rockville,,1,0,0,0,0,1,04/05/2010,Drop
01/05/2015,01/05/2015,Comcast,UG,Rouen,Dr,Rockville,,0,0,0,0,1,0,,
09/23/2015,09/30/2015,RCN,UG,Flower,Av,Silver Spring,,1,0,0,1,0,0,,Drop
01/08/2015,01/12/2015,Comcast,Aerial,Chartwell,Dr,Silver Spring,,1,0,0,1,0,1,10/01/2015,Pole Transfer
01/08/2015,01/12/2015,Comcast,Aerial,Chartwell,Dr,Silver Spring,,1,0,0,1,0,1,10/01/2015,Pole Transfer
01/08/2015,01/12/2015,Comcast,Aerial,Chartwell,Dr,Silver Spring,,1,0,0,1,0,1,10/01/2015,Pole Transfer
07/21/2014,07/21/2014,Comcast,UG,Horseshoe Bend,Ct,Clarksburg,,0,0,0,0,1,0,,
07/21/2014,07/21/2014,Comcast,UG,Horseshoe Bend,Ct,Clarksburg,,0,0,0,0,1,0,,
07/21/2014,07/21/2014,Comcast,UG,Horseshoe Bend,Ct,Clarksburg,,0,0,0,0,1,0,,
07/21/2014,07/21/2014,Comcast,UG,Horseshoe Bend,Ct,Clarksburg,,0,0,0,0,1,0,,
09/24/2009,12/10/2009,Comcast,Aerial/UG,Pomander,Ln,Bethesda,,1,0,0,0,0,0,,Drop
07/25/2011,,Comcast,UG,McKinley,St,Bethesda,,1,0,0,0,1,0,,Drop
08/07/2009,01/14/2010,Verizon,UG,Grand Oak,Way,Bethesda,,1,0,0,0,0,1,03/25/2010,Restoration
08/07/2009,01/14/2010,Verizon,UG,Grand Oak,Way,Bethesda,,1,0,0,0,0,1,03/25/2010,Restoration
08/07/2009,01/14/2010,Verizon,UG,Grand Oak,Way,Bethesda,,1,0,0,0,0,1,03/25/2010,Restoration
11/24/2015,11/24/2015,Comcast,UG,Waterside,Dr,Germantown,,0,0,0,0,1,0,,
03/10/2014,03/10/2014,Verizon,UG,Barkley,Ln,Gaithersburg,,0,0,0,0,1,0,,
04/21/2014,04/21/2014,Comcast,UG,Thomas Lea,Ter,Montgomery Village,,0,0,0,0,1,0,,
11/06/2012,11/06/2012,Comcast,UG,Dew Wood,Dr,Derwood,,0,0,0,0,1,0,,
10/01/2009,12/17/2009,Comcast,Aerial/UG,Autumnwood,Way,Potomac,,1,0,0,0,0,1,04/20/2010,Drop
04/12/2012,04/12/2012,Verizon,UG,Bethany,Pl,Montgomery Village,,0,0,0,0,1,0,,
10/27/2009,12/10/2009,Comcast,Aerial/UG,Persimmon Tree,Rd,Potomac,,1,0,0,0,0,1,04/05/2010,Equipment
01/06/2012,01/06/2012,Comcast,UG,Cobble Creek,Cir,Rockville,,0,0,0,0,1,0,,
01/06/2012,01/06/2012,Comcast,UG,Cobble Creek,Cir,Rockville,,0,0,0,0,1,0,,
10/15/2015,10/26/2015,Comcast,UG,Evangeline,Ln,Olney,,1,0,0,1,0,1,01/07/2016,Equipment
11/30/2009,01/13/2010,Comcast,Aerial/UG,Master,Dr,Potomac,,1,0,0,0,0,1,04/27/2010,Equipment
09/30/2015,09/30/2015,Verizon,UG,Waterside,Dr,Germantown,,0,0,0,0,1,0,,
06/02/2015,06/02/2015,Comcast,UG,Owens Glen,Way,Gaithersburg,,0,0,0,0,1,0,,
07/08/2014,07/08/2014,Comcast,UG,Observation,Dr,Clarksburg,,0,0,0,0,1,0,,
07/08/2014,07/08/2014,Comcast,UG,Observation,Dr,Clarksburg,,0,0,0,0,1,0,,
07/29/2009,10/09/2010,Verizon,UG,Beaverwood,Ln,Silver Spring,,1,0,0,0,0,1,04/01/2010,Restoration
09/25/2009,12/30/2009,Comcast,Aerial/UG,Cumbernaud,Ct,Rockville,,1,0,0,0,0,1,03/29/2010,Equipment
10/12/2011,10/12/2011,Comcast,UG,Kirkfield,Ct,Rockville,,0,0,0,0,1,0,,
09/29/2009,11/17/2009,Verizon,UG,Outpost,Way,North Potomac,,1,0,0,0,0,1,03/22/2010,Restoration
03/03/2015,07/06/2015,Verizon,Aerial,Ridge,Dr,Bethesda,,1,0,0,1,0,0,,Drop
11/16/2011,11/16/2011,Comcast,UG,Tomahawk,Dr,North Potomac,,0,0,0,0,1,0,,
08/25/2009,02/10/2010,Verizon,Aerial/UG,Avenel Farm,Dr,Potomac,,1,0,0,0,0,1,04/05/2010,Construction
10/29/2009,12/03/2009,Comcast,Aerial/UG,Lone Oak,Dr,Bethesda,,1,0,0,0,0,1,03/29/2010,Drop
10/29/2009,12/03/2009,Comcast,Aerial/UG,Lone Oak,Dr,Bethesda,,1,0,0,0,0,1,03/29/2010,Drop
10/29/2009,12/03/2009,Comcast,Aerial/UG,Lone Oak,Dr,Bethesda,,1,0,0,0,0,1,03/29/2010,Drop
10/29/2009,12/03/2009,Comcast,Aerial/UG,Lone Oak,Dr,Bethesda,,1,0,0,0,0,1,03/29/2010,Drop
06/26/2013,06/26/2013,ICBN,UG,Tamarack,Rd,Silver Spring,,0,0,0,0,1,0,,
03/11/2010,04/05/2010,Comcast,Aerial,Geneva,Av,Takoma Park,,1,0,0,0,0,0,,Construction
08/19/2009,01/28/2010,Comcast,Aerial/UG,Tudor,Ln,Bethesda,,1,0,0,0,0,1,07/12/2010,Drop
08/19/2009,01/28/2010,Comcast,Aerial/UG,Tudor,Ln,Bethesda,,1,0,0,0,0,1,07/12/2010,Drop
08/19/2009,01/28/2010,Comcast,Aerial/UG,Tudor,Ln,Bethesda,,1,0,0,0,0,1,07/12/2010,Drop
08/19/2009,01/28/2010,Comcast,Aerial/UG,Tudor,Ln,Bethesda,,1,0,0,0,0,1,07/12/2010,Drop
08/19/2009,01/28/2010,Comcast,Aerial/UG,Tudor,Ln,Bethesda,,1,0,0,0,0,1,07/12/2010,Drop
08/19/2009,01/28/2010,Comcast,Aerial/UG,Tudor,Ln,Bethesda,,1,0,0,0,0,1,07/12/2010,Drop
08/19/2009,01/28/2010,Comcast,Aerial/UG,Tudor,Ln,Bethesda,,1,0,0,0,0,1,07/12/2010,Drop
05/31/2011,07/19/2011,Comcast,UG,Fern Hollow,Way,Montgomery Village,,1,0,0,0,1,0,,Drop
,07/20/2011,Verizon,UG,Fisher,Av,Poolesville,,0,0,0,0,1,0,,
08/21/2013,08/21/2013,Comcast,UG,Shakespeare,Blvd,Germantown,,0,0,0,0,1,0,,
03/14/2012,03/14/2012,S & N - ICBN,UG,Stedwick,Rd,Montgomery Village,,0,0,0,0,1,0,,
05/13/2015,05/13/2015,Comcast,UG,Smithy,Ct,Gaithersburg,,0,0,0,0,1,0,,
11/22/2011,11/22/2011,Comcast,UG,Pickering,Dr,Germantown,,0,0,0,0,1,0,,
05/10/2012,05/10/2012,Comcast,Aerial,Parklawn,Dr,Rockville,,0,0,0,0,1,0,,Other
09/24/2014,08/01/2013,Verizon,Aerial,Garland,Av,Takoma Park,,1,0,0,1,0,1,12/07/2015,Pole Transfer
09/03/2009,11/24/2009,Comcast,Aerial/UG,Autumn Wind,Way,Rockville,,1,0,0,0,0,1,04/05/2010,Equipment
08/13/2015,,,UG,Thyme,Ct,Germantown,,1,0,0,1,0,0,,
03/05/2013,03/05/2013,Comcast,UG,Sugar Cane,Ln,Damascus,,0,0,0,0,1,0,,
01/30/2012,01/30/2012,S & N - ICBN,UG,Herritage Hill,Rd,Olney,,0,0,0,0,1,0,,
02/09/2012,02/09/2012,Verizon,UG,Tilden,Ln,Rockville,,0,0,0,0,1,0,,
02/09/2012,02/09/2012,Verizon,UG,Tilden,Ln,Rockville,,0,0,0,0,1,0,,
01/22/2013,01/22/2013,Comcast,Aerial,Weymouth,St,Bethesda,,0,0,0,0,1,0,,
05/17/2013,05/17/2013,Verizon,UG,Turtle Dove,Ct,Gaithersburg,,0,0,0,0,1,0,,
12/11/2015,12/11/2015,Comcast,UG,Kendrick,Pl,Gaithersburg,,0,0,0,0,1,0,,
06/04/2012,06/04/2012,Verizon,UG,Skylark,Rd,Clarksburg,,0,0,0,0,1,0,,
04/07/2010,04/07/2010,RCN,Aerial,Chestnut,St,Bethesda,,0,1,1,0,0,1,10/11/2011,Construction
08/07/2013,08/07/2013,Comcast,UG,Laytonia,Dr,Laytonsville,,0,0,0,0,1,0,,
08/14/2015,08/24/2015,Comcast,Aerial/UG,Bready,Rd,Olney,,1,0,0,1,0,1,01/05/2015,Drop
05/06/2014,05/06/2014,Comcast,UG,Cottage Garden,Pkwy,Germantown,,0,0,0,0,1,0,,
07/06/2015,07/06/2015,Comcast,UG,Palantine,Dr,Potomac,11311 Palantine  Dr,0,0,0,0,1,0,,
06/22/2015,07/06/2015,Comcast,UG,Curry Powder,Ct,Germantown,,1,0,1,0,0,1,10/06/2015,Drop
01/29/2010,09/25/2010,Verizon,UG,Stonercutter,Dr,North Potomac,,1,0,0,0,0,0,,Restoration
11/30/2011,11/30/2011,Verizon,UG,Brickyard,Rd,Potomac,,0,0,0,0,1,0,,
09/13/2011,09/13/2011,Comcast,UG,Brownstone,Ct,Burtonsville,,0,0,0,0,1,0,,
10/14/2009,12/03/2009,Comcast,UG,Wexhall Dr. at Silver Spruce,Dr,Burtonsville,,1,0,0,0,0,1,03/16/2010,Equipment
09/05/2012,09/05/2012,Comcast,UG,Sierra Ridge,Ln,Olney,,0,0,0,0,1,0,,
09/17/2009,09/15/2010,Verizon,Aerial/UG,Needle Leaf,Dr,,,1,0,0,0,0,0,,Restoration
01/31/2012,01/31/2012,Verizon,UG,College,Pkwy,Rockville,,0,0,0,0,1,0,,
01/08/2015,01/08/2015,Comcast,UG,Noebeck Farm,Dr,Olney,,0,0,0,0,1,0,,
07/15/2011,07/20/2011,Verizon,UG,Filly,Ln,North Potomac,,0,0,0,0,1,0,,
06/24/2011,07/20/2011,Verizon,UG,13th,St,Silver Spring,,0,0,0,0,1,0,,
09/22/2015,09/22/2015,Comcast,UG,Canterfield,Ct,Damascus,,0,0,0,0,1,0,,
06/14/2012,06/14/2012,Comcast,UG,Weatherwood,Ct,Potomac,,0,0,0,0,1,0,,
02/26/2015,03/09/2015,Comcast,Aerial,Frankfort,Dr,Rockville,,1,0,0,1,0,1,10/01/2015,Pole Transfer
02/27/2015,02/27/2015,Comcast,UG,Clopper,Rd,Gaithersburg,,0,0,0,0,1,0,,
07/06/2010,07/15/2010,Comcast,UG,Buckeye,Ct,Potomac,,1,0,0,0,0,1,09/28/2010,Drop
06/20/2011,07/20/2011,Comcast,UG,Centurion,Way,Potomac,,0,0,0,0,1,0,,
11/06/2013,11/06/2013,Comcast,Aerial,Crescent,St,Bethesda,,0,0,0,0,1,0,,
06/06/2013,06/06/2013,Verizon,UG,Rainbow View,Ter,Gaithersburg,,0,0,0,0,1,0,,
10/12/2009,12/04/2009,Comcast,Aerial/UG,Procera,Dr,Rockville,,1,0,0,0,0,0,,Drop
05/15/2012,05/15/2012,Comcast,UG,Triple Crown,Pl,Potomac,,0,0,0,0,1,0,,
06/03/2011,07/20/2011,Comcast,UG,Amber Ridge,Dr,Germantown,,0,0,0,0,1,0,,
11/12/2009,03/12/2010,Verizon,UG,Killdeer,Dr,Rockville,,1,0,0,0,0,1,06/04/2010,Restoration
01/22/2010,08/24/2010,Verizon,Aerial/UG,Rolling Green,Way,North Potomac,,1,0,0,0,0,0,,Construction
12/01/2014,12/01/2014,Comcast,UG,Arizona,Cir,Rockville,,0,0,0,0,1,0,,
11/13/2009,03/30/2010,Comcast,Aerial/UG,Deborah,Dr,Bethesda,,1,0,0,0,0,1,10/26/2010,Drop
03/08/2012,03/08/2012,Comcast,Aerial,McNamara,Rd,Poolesville,,0,0,0,0,1,0,,
07/07/2009,09/30/2009,Comcast,Aerial/UG,Avenel Farm,Dr,Potomac,,1,0,0,0,0,1,04/05/2010,Construction
09/03/2014,09/03/2014,Comcast,UG,Rising Ridge,Dr,Bethesda,,0,0,0,0,1,0,,
02/13/2015,02/13/2015,Comcast,UG,Oakenshield,Dr,Rockville,,0,0,0,0,1,0,,
02/10/2012,02/10/2012,Comcast,UG,Algonquin,Ct,Rockville,,0,0,0,0,1,0,,
05/14/2015,05/14/2015,Comcast,UG,Snowy Owl,Dr,Silver Spring,,0,0,0,0,1,0,,
05/15/2012,05/15/2012,Comcast,UG,Spurrier,Av,Poolesville,,0,0,0,0,1,0,,
01/18/2012,01/18/2012,Comcast,UG,Brewer House,Rd,Rockville,,0,0,0,0,1,0,,
09/18/2014,09/18/2014,Comcast,UG,Waterday,Dr,Silver Spring,,0,0,0,0,1,0,,
08/01/2012,08/01/2012,Comcast,UG,Quill,Pl,Montgomery Village,,0,0,0,0,1,0,,
04/17/2014,04/17/2014,Comcast,UG,Winding Creek,Way,Germantown,,0,0,0,0,1,0,,
11/17/2009,01/11/2010,Comcast,UG,School Manor,Way,Clarksburg,,0,1,0,0,0,1,06/15/2010,Equipment
07/11/2013,07/11/2013,Comcast,UG,Winter Walk,Dr,Gaithersburg,,0,0,0,0,1,0,,
09/30/2014,09/30/2014,Comcast,UG,Wotton Manor,Ct,Rockville,,0,0,0,0,1,0,,
09/01/2009,11/16/2009,Comcast,UG,Willow Tree,Dr,North Potomac,,1,0,0,0,0,1,07/07/2010,Equipment
07/23/2013,07/23/2013,Verizon,UG,Azalea,Dr,Rockville,,0,0,0,0,1,0,,
09/28/2009,03/18/2010,Verizon,UG,Forest Ridge,Dr,North Potomac,,1,0,0,0,0,1,07/07/2010,Restoration
07/31/2013,,Comcast,Aerial,Sundale,Dr,Bethesda,,1,0,1,0,0,0,,Drop
12/31/2013,12/31/2013,Verizon,Aerial,Falls,Rd,Bethesda,,0,0,0,0,1,0,,
05/09/2011,07/20/2011,Verizon,UG,Degas,Ct,North Potomac,,0,0,0,0,1,0,,
02/19/2015,08/17/2015,Verizon,Aerial,Kemper,St,Rockville,,1,0,0,1,0,0,,Pole Transfer
02/28/2014,02/28/2014,Verizon,UG,Purple Top,Pl,Gaithersburg,,0,0,0,0,1,0,,
11/10/2015,11/23/2015,Comcast,Aerial,Windham,Ln,Silver Spring,,1,0,1,0,0,0,,Drop
10/05/2009,12/16/2009,Comcast,Aerial/UG,Ledger Rock,Dr,Potomac,,1,0,0,0,0,1,04/29/2010,Equipment
03/20/2014,03/20/2014,Comcast,Aerial/UG,Darnestown,Rd,Gaithersburg,,0,0,0,0,1,0,,
11/19/2015,11/30/2015,Comcast,Aerial,Pendleton,Dr,Wheaton,@ Paul Dr,1,0,0,1,0,0,,Equipment
09/04/2009,01/22/2010,Verizon,UG,Juniper Hill,Rd,North Potomac,,1,0,0,0,0,1,03/29/2010,Restoration
09/04/2009,01/22/2010,Verizon,UG,Juniper Hill,Rd,North Potomac,,1,0,0,0,0,1,03/29/2010,Restoration
09/04/2009,01/22/2010,Verizon,UG,Juniper Hill,Rd,North Potomac,,1,0,0,0,0,1,03/29/2010,Restoration
09/04/2009,01/22/2010,Verizon,UG,Juniper Hill,Rd,North Potomac,,1,0,0,0,0,1,03/29/2010,Restoration
09/04/2009,01/22/2010,Verizon,UG,Juniper Hill,Rd,North Potomac,,1,0,0,0,0,1,03/29/2010,Restoration
09/04/2009,01/22/2010,Verizon,UG,Juniper Hill,Rd,North Potomac,,1,0,0,0,0,1,03/29/2010,Restoration
09/04/2009,01/22/2010,Verizon,UG,Juniper Hill,Rd,North Potomac,,1,0,0,0,0,1,03/29/2010,Restoration
09/04/2009,01/22/2010,Verizon,UG,Juniper Hill,Rd,North Potomac,,1,0,0,0,0,1,03/29/2010,Restoration
05/16/2013,05/16/2013,Verizon,UG,Poinsetta,Ct,Gaithersburg,,0,0,0,0,1,0,,
04/18/2014,04/18/2014,Verizon,UG,Addenbrook,Way,Gaithersburg,,0,0,0,0,1,0,,
07/14/2009,09/30/2009,Comcast,Aerial/UG,Twilight,Ct,Germantown,,1,0,0,0,0,1,05/11/2010,Equipment
03/11/2010,04/21/2010,RCN,Aerial,Hudson,Av,Silver Spring,,0,1,0,0,0,1,06/08/2010,Drop
03/11/2010,04/21/2010,RCN,Aerial,Hudson,Av,Silver Spring,,0,1,0,0,0,1,06/08/2010,Drop
05/13/2015,05/25/2015,Comcast,Aerial/UG,Warren,St,Silver Spring,,1,0,0,1,0,1,12/02/2015,Drop
05/13/2015,05/25/2015,Comcast,Aerial/UG,Warren,St,Silver Spring,,1,0,0,1,0,1,12/02/2015,Drop
10/23/2014,10/23/2014,Verizon,UG,Queensborough,Dr,Olney,,0,0,0,0,1,0,,
08/01/2014,08/01/2014,Comcast,UG,Larkspur,Ter,Rockville,,0,0,0,0,1,0,,
03/08/2010,04/05/2010,Comcast,UG,Quartet,Ln,Silver Spring,,1,0,0,0,0,0,,Equipment
07/18/2011,07/20/2011,Comcast,UG,Travilah,Rd,Potomac,,0,0,0,0,1,0,,
10/09/2009,12/04/2009,Comcast,Aerial/UG,Hunting Horn,Ct,Potomac,,1,0,0,0,0,1,04/15/2010,Equipment
10/09/2009,12/04/2009,Comcast,Aerial/UG,Hunting Horn,Ct,Potomac,,1,0,0,0,0,1,04/15/2010,Equipment
07/18/2011,07/20/2011,Verizon,UG,Quince Orchard,Rd,North Potomac,,0,0,0,0,1,0,,
05/21/2015,08/28/2015,Verizon,Aerial,May,St,Silver Spring,,1,0,0,1,0,0,,Pole Transfer
10/09/2009,11/18/2009,Verizon,UG,Cutsail,Dr,Damascus,,1,0,0,0,0,1,07/13/2010,Restoration
02/28/2014,02/28/2014,Comcast,UG,Gatsby,Ter,Olney,,0,0,0,0,1,0,,
10/29/2013,10/29/2013,Comcast,UG,Paramus,Dr,Rockville,,0,0,0,0,1,0,,
11/30/2015,12/08/2015,Verizon,Aerial/UG,Battery,Pl,Bethesda,,1,0,0,1,0,0,,Equipment
04/06/2015,04/06/2015,Verizon,UG,Fallsgrove,Blvd,Rockville,,0,0,0,0,1,0,,
05/31/2011,07/20/2011,Comcast,UG,Lost Knife,Cir,Montgomery Village,,0,0,0,0,1,0,,
07/14/2015,07/27/2015,Comcast,UG,Centurian,Way,Potomac,,1,0,0,1,0,0,,Other
06/07/2012,06/07/2012,Comcast,UG,Garfield,Ct,Damascus,,0,0,0,0,1,0,,
07/02/2009,09/30/2009,Comcast,Aerial/UG,Colebrook,Av,Potomac,,1,0,0,0,0,1,05/03/2010,Equipment
04/18/2014,06/25/2015,Verizon,Aerial,Stanford,St,Chevy Chase,,1,0,0,1,0,0,,Drop
04/19/2011,07/19/2011,Comcast,UG,Bel Pre,Rd,Rockville,,0,0,0,0,1,0,,
02/06/2013,02/06/2013,Verizon,UG,Stonebridge,Dr,Gaithersburg,,0,0,0,0,1,0,,
06/16/2011,07/20/2011,Comcast,UG,Chimney House,Ct,Damascus,,0,0,0,0,1,0,,
09/21/2009,04/02/2010,Comcast,Aerial/UG,Jerusalem Church,Rd,Poolesville,,1,0,0,0,0,1,04/05/2010,Drop
09/21/2009,12/07/2009,Comcast,UG,Kohlhoss,Rd,Poolesville,,1,0,0,0,0,1,04/05/2010,Drop
09/21/2009,12/07/2009,Comcast,UG,Kohlhoss,Rd,Poolesville,,1,0,0,0,0,1,04/05/2010,Drop
09/21/2009,12/07/2009,Comcast,UG,Kohlhoss,Rd,Poolesville,,1,0,0,0,0,1,04/05/2010,Drop
09/21/2009,12/07/2009,Comcast,UG,Kohlhoss,Rd,Poolesville,,1,0,0,0,0,1,04/05/2010,Drop
09/21/2009,12/07/2009,Comcast,UG,Kohlhoss,Rd,Poolesville,,1,0,0,0,0,1,04/05/2010,Drop
08/22/2013,08/22/2013,Verizon,UG,Turnberry,Dr,Potomac,,0,0,0,0,1,0,,
09/25/2014,09/25/2014,Verizon,Aerial,Inverness,Dr,Chevy Chase,,0,0,0,0,1,0,,
04/02/2015,04/14/2015,Verizon,UG,Pennydog,Ln,Wheaton,,1,0,1,0,0,1,10/01/2015,Equipment
04/02/2015,04/14/2015,Verizon,UG,Pennydog,Ln,Wheaton,,1,0,1,0,0,1,10/01/2015,Equipment
07/12/2010,10/10/2010,Verizon,Aerial/UG,Flints Grove,Ln,North Potomac,,1,0,0,0,0,1,01/24/2012,Restoration
08/01/2013,08/01/2013,Verizon,UG,Alliston Hollow,Way,,,0,0,0,0,1,0,,
03/18/2010,03/24/2010,Verizon,Aerial,Honeybee,Ln,Bethesda,,0,1,1,0,0,0,,Lines
08/11/2009,08/31/2009,Verizon,UG,Alderleaf,Ct,Germantown,,1,0,0,0,0,1,04/19/2010,Drop
04/02/2015,04/13/2015,Comcast,Aerial/UG,Wayfarer,Rd,Germantown,,1,0,0,1,0,1,01/06/2016,Drop
12/28/2011,12/28/2011,Verizon,UG,Watkins Pond,Blvd,Rockville,,0,0,0,0,1,0,,Construction
08/24/2009,01/28/2010,Comcast,Aerial/UG,Armat,Dr,Bethesda,,1,0,0,0,0,1,05/04/2010,Construction
03/26/2015,04/08/2015,Comcast,UG,Bunchberry,Ct,North Potomac,,1,0,0,1,0,1,09/30/2015,Equipment
10/29/2009,11/13/2009,Verizon,UG,Valley Forge,Dr,Rockville,,1,0,0,0,0,1,04/13/2010,Drop
08/07/2009,02/02/2010,Comcast,UG,Azalea,Dr,,,1,0,0,0,0,1,04/05/2010,Drop
03/09/2015,03/23/2015,Comcast,Aerial,Cory,Ter,Wheaton,,1,0,0,1,0,1,09/25/2015,Other
10/08/2014,10/08/2014,Comcast,UG,Watkins Mill,Rd,Montgomery Village,,0,0,0,0,1,0,,
03/23/2011,05/21/2011,Comcast,UG,Orion Club,Dr,Ashton,,0,0,0,0,1,0,,
07/01/2015,07/13/2015,Comcast,UG,Mustard Seed,Ct,Germantown,,1,0,1,0,0,1,01/05/2016,Equipment
03/14/2012,03/14/2012,Comcast,UG,Bells Mill,Rd,Potomac,,0,0,0,0,1,0,,
01/26/2015,08/28/2015,Verizon,Aerial,Tanglewood,Dr,Bethesda,,1,0,0,1,0,0,,Pole Transfer
06/27/2012,06/27/2012,Comcast,UG,White Saddle,Dr,Germantown,,0,0,0,0,1,0,,
07/28/2011,07/28/2011,Comcast,UG,Red Admiral,Way,Germantown,,0,0,0,0,1,0,,
